Comments,sentiment
"আপনার কথা কর্মে রূপান্তর পাচ্ছে, এটি অসাধারণ ভাবে ভালো।",Positive
আপনার কথা কর্মের পরিণতির মধ্যে বেশ সম্পূর্ণ।,Positive
"আপনার কথা কাজে পরিণতি পেয়েছে, এটি ভালো মনে হচ্ছে।",Positive
"আপনার কথা প্রক্রিয়ায় পরিণতি পাচ্ছে, এটি বেশ ভালো।",Positive
আপনার কথার পরিণাম অত্যন্ত সন্তুষ্টিকর।,Positive
"আপনার কথার সাথে কাজের মিল পাচ্ছি, এটি অত্যন্ত ভালো লাগছে।",Positive
আপনার টাকা নষ্ট করবেন না,Negative
"আপনার বক্তব্য কর্মে পরিণত হচ্ছে, এটি অত্যন্ত সতীত।",Positive
"আপনার মত কথায় কাজে মিল আছে, এটি সুন্দর।",Positive
আপনার সব মৌলিক প্রয়োজনীয়তা পেতে পিকাবো সেরা জায়গা !!!,Positive
আপনার সুবিধামতো স্থান ফিটিং করতে পারবেন,Positive
আপনারা চাইলে নিতে পারেন,Positive
আপনারা চাইলে নিতে পারেন।কম টাকার মধ্যে অনেক ভালো একটি জুতা,Positive
আপনারা ডেলিভারি দিতে একটু বেশীই দেরী করেন।,Negative
আপনারা মানুষ ঠকানো কাজ করেন।,Negative
"আপনারা সবাই নিতে পারেন, দাম অনুযায়ী কাপরটা ভালো সবাই নিতে পারেন,",Positive
"আপনারোও নিতে পারেন ,,প্রডাক্ট ১০০% ভালো",Positive
আপনি যদি আরো ব্যয় করতে না চান তাহলে কিনে ফেলেন।,Positive
আপাতত ভালই যাচ্ছে।,Positive
"আমরা হতাশ,",Negative
আমাকে জেনুইন আইটেম সরবরাহ করার জন্য পিকাবো ধন্যবাদ।,Positive
আমাকে তাকে 3 বার ট্র্যাভটি আবার করতে হয়েছিল কারণ তিনি অলস হওয়ার চেষ্টা করছিলেন এবং আসলে অনুরোধ করা চিত্রটিতে কোনও গাছের সন্ধান করেননি।,Positive
আমাকে নষ্ট পাওয়ার ব্যাংক দেওয়া হয়েছে,Negative
আমাকে নষ্ট একটা পাওয়ার ব্যাংক দিসে,Negative
আমাকে প্রডাক্ট দিতে দিতে ৬ দিন সময় নিছে পিকাপ পয়েন্ট থেকে নিছি এখন বলতেছে ফিরত নেওয়ার সময় নাকি শেষ অছচ আজে ৭ দিন চলে এখনি এটা বলতেছে,Negative
আমাকে বলেছিল এটা আসল কিন্তু আমাকে একটি কপি পণ্য দিয়েছে।,Negative
আমাকে ভুল পণ্য দিয়েছেন।,Negative
"আমাকে ভুল প্রডাক্ট দেয়া হয়েছে,,",Negative
আমাকে হতাশ করেনি,Positive
আমাদের বিশেষ সুবিধা সঙ্গে ব্যতিক্রমী পণ্য দেবার জন্য পিকাবো ধন্যবাদ,Positive
